GivenName,Surname,Gender,Age,Kilograms,Centimeters,BloodType,StateFull
Diogo,Carvalho,male,70,71.3,183,O+,Amazonas
Estevan,Gomes,male,46,79.5,182,O+,Goiás
Danilo,Oliveira,male,48,66.1,176,B+,Bahia
Felipe,Souza,male,84,72.0,180,B+,Pará
Laura,Gomes,female,41,70.9,162,O+,Pernambuco
Felipe,Cardoso,male,82,60.1,165,O+,São Paulo
Lucas,Goncalves,male,80,78.8,172,O+,Ceará
Mateus,Cardoso,male,71,78.7,180,O+,Rio de Janeiro
Igor,Cavalcanti,male,79,70.8,180,A+,Rio Grande do Sul
Sarah,Souza,female,37,87.2,166,B+,São Paulo
Bianca,Rodrigues,female,30,75.3,156,O-,São Paulo
Yasmin,Gomes,female,33,70.7,165,O+,Paraná
Emilly,Cunha,female,27,73.8,170,O+,Bahia
Luiz,Rodrigues,male,40,67.2,185,B+,Rio de Janeiro
Murilo,Fernandes,male,25,75.8,171,A+,Mato Grosso
Antônio,Carvalho,male,39,106.6,174,B+,São Paulo
Breno,Melo,male,59,63.4,177,O+,Goiás
Júlio,Rodrigues,male,65,63.8,179,O+,Rio de Janeiro
Kaua,Cavalcanti,male,66,65.2,167,O+,Rio de Janeiro
Emilly,Cardoso,female,22,71.2,165,O+,São Paulo
Marcos,Melo,male,84,78.6,172,A+,Paraná
Matilde,Fernandes,female,42,79.6,165,B+,São Paulo
Sofia,Martins,female,64,72.7,164,A+,São Paulo
Brenda,Carvalho,female,41,103.0,167,O+,São Paulo
Luan,Melo,male,25,105.3,186,A+,Bahia
Tânia,Barros,female,60,81.3,164,AB+,São Paulo
Kai,Pinto,male,36,74.5,167,B+,Santa Catarina
Manuela,Pinto,female,62,56.6,160,B+,Paraíba
Brenda,Fernandes,female,27,65.0,172,O+,Rio de Janeiro
Mariana,Oliveira,female,34,68.8,159,A+,Paraná
Vitor,Pereira,male,33,112.7,182,O+,São Paulo
Carlos,Cunha,male,77,81.9,173,A+,Goiás
Rafael,Goncalves,male,76,81.7,162,O+,Rio de Janeiro
Ana,Cardoso,female,28,100.1,161,O+,São Paulo
Enzo,Silva,male,51,102.9,187,A+,Mato Grosso do Sul
Matheus,Sousa,male,34,106.7,174,B+,Pernambuco
Amanda,Santos,female,36,82.9,159,B+,Rio de Janeiro
Vitor,Rocha,male,62,95.2,165,B+,São Paulo
Douglas,Rocha,male,48,84.3,184,O-,São Paulo
Kauan,Oliveira,male,48,110.3,177,B+,Rio Grande do Sul
Mateus,Rocha,male,85,81.4,170,O+,Bahia
Igor,Costa,male,47,109.6,172,A-,São Paulo
Eduardo,Santos,male,67,107.6,167,O+,São Paulo
Luan,Cardoso,male,64,112.0,184,A+,Paraná
Matheus,Pinto,male,31,91.7,184,AB+,São Paulo
Nicolas,Barros,male,56,110.6,180,A+,Minas Gerais
Ana,Cunha,female,41,55.6,158,O+,Distrito Federal
Thaís,Alves,female,62,99.3,160,O+,Santa Catarina
Luan,Costa,male,59,90.9,176,B+,Goiás
Vitor,Martins,male,61,78.9,180,O+,Pará
Murilo,Cardoso,male,81,99.6,178,O+,São Paulo
Luis,Barros,male,85,89.9,164,O+,Maranhão
Amanda,Alves,female,83,86.3,160,B+,Minas Gerais
Tomás,Fernandes,male,37,100.0,181,A+,São Paulo
Melissa,Cunha,female,67,88.0,157,O+,Rio de Janeiro
Letícia,Pereira,female,49,77.3,158,B+,Bahia
Gabrielly,Cunha,female,52,76.4,160,A-,Minas Gerais
Arthur,Alves,male,19,63.6,187,O+,São Paulo
Murilo,Pinto,male,68,82.1,173,O+,Santa Catarina
Otávio,Alves,male,37,80.1,168,O+,São Paulo
Alex,Fernandes,male,61,105.4,186,B+,São Paulo
Marisa,Sousa,female,55,97.5,163,O+,Rio Grande do Sul
Estevan,Martins,male,35,63.1,184,AB+,São Paulo
Martim,Ferreira,male,61,97.4,179,A+,Bahia
Miguel,Pinto,male,71,90.8,182,B+,São Paulo
Júlia,Rocha,female,36,85.8,158,O+,Rio Grande do Sul
Leonardo,Melo,male,32,65.5,178,B+,Paraná
Luis,Oliveira,male,62,109.7,176,A+,São Paulo
Ana,Rodrigues,female,50,95.9,174,O+,Maranhão
Rebeca,Martins,female,46,61.3,170,O+,São Paulo
Arthur,Castro,male,81,60.6,164,O+,São Paulo
Luiz,Ribeiro,male,48,95.1,173,A+,Goiás
Evelyn,Cavalcanti,female,73,89.4,161,AB+,São Paulo
Maria,Azevedo,female,20,64.0,159,O+,Santa Catarina
Ryan,Silva,male,66,94.0,179,B+,Alagoas
Eduarda,Rodrigues,female,56,75.5,164,B+,São Paulo
Brenda,Cunha,female,32,80.7,172,A+,São Paulo
Nicolash,Santos,male,49,71.6,177,B+,São Paulo
Beatriz,Silva,female,21,59.2,168,B+,São Paulo
Erick,Correia,male,56,101.9,175,A+,Rio de Janeiro
Kaua,Sousa,male,48,114.4,168,O+,São Paulo
Brenda,Lima,female,52,91.5,159,B+,Distrito Federal
Ryan,Ribeiro,male,33,111.2,169,O+,São Paulo
Isabella,Silva,female,46,72.8,167,B+,São Paulo
Kaua,Cunha,male,22,77.9,172,A+,Paraíba
Antônio,Ferreira,male,49,86.1,177,B+,Minas Gerais
Leila,Almeida,female,21,58.2,163,A+,São Paulo
Yasmin,Cunha,female,25,68.8,160,A+,Rio Grande do Sul
Júlio,Dias,male,55,82.8,179,B+,Rio de Janeiro
Paulo,Barros,male,81,75.1,183,A+,Bahia
Vinicius,Goncalves,male,66,66.0,171,AB+,São Paulo
Caio,Almeida,male,25,78.9,174,O+,Sergipe
Enzo,Pinto,male,45,73.2,169,B+,Maranhão
Julia,Goncalves,female,83,81.2,166,A+,Sergipe
Ana,Almeida,female,62,60.8,154,A+,Tocantins
Alice,Ribeiro,female,38,93.5,161,B+,Maranhão
Sophia,Azevedo,female,79,48.9,152,A+,São Paulo
Letícia,Martins,female,20,71.2,174,A+,Mato Grosso do Sul
Carolina,Gomes,female,85,80.6,165,AB+,Bahia
Lara,Pinto,female,70,77.1,154,B+,Santa Catarina
Marisa,Goncalves,female,47,70.6,160,AB+,São Paulo
Marisa,Martins,female,82,71.6,155,O+,São Paulo
Marina,Melo,female,48,91.8,158,AB+,Minas Gerais
Bruno,Alves,male,21,68.9,179,B+,São Paulo
Vinicius,Araujo,male,74,60.9,184,B+,Minas Gerais
Joao,Correia,male,37,73.4,188,O+,Rio de Janeiro
Gabrielly,Cardoso,female,27,88.2,157,O+,São Paulo
Tomás,Correia,male,20,98.9,190,A+,Ceará
Clara,Martins,female,39,104.8,154,O+,Paraná
Larissa,Fernandes,female,31,64.1,161,B+,Minas Gerais
Luiza,Pereira,female,71,99.6,157,B+,Bahia
Ana,Carvalho,female,81,60.1,167,A+,São Paulo
Giovana,Azevedo,female,46,91.1,172,B+,São Paulo
Nicole,Santos,female,45,94.1,173,A-,Minas Gerais
Diego,Pereira,male,71,91.6,166,O-,Paraíba
Gustavo,Costa,male,81,83.3,174,O+,Rio de Janeiro
Vinícius,Costa,male,59,82.7,187,B+,Minas Gerais
Ágatha,Araujo,female,59,95.1,157,O+,Minas Gerais
Vitor,Costa,male,34,73.2,186,A+,São Paulo
Rebeca,Barros,female,22,52.4,155,A+,São Paulo
Lucas,Ferreira,male,54,90.8,173,O+,Goiás
Vinícius,Barbosa,male,58,64.7,166,B+,Mato Grosso
Kauã,Costa,male,82,80.2,182,A+,São Paulo
Evelyn,Costa,female,67,81.1,165,A+,São Paulo
Diogo,Cardoso,male,46,67.2,177,O-,São Paulo
Julieta,Lima,female,85,59.6,156,O+,São Paulo
Alice,Fernandes,female,74,80.6,155,AB+,São Paulo
Douglas,Barbosa,male,36,111.0,175,A+,Rio de Janeiro
Kauê,Goncalves,male,56,111.7,184,A-,Rio de Janeiro
Bruna,Oliveira,female,66,86.7,171,O+,São Paulo
Ágatha,Rodrigues,female,44,91.2,168,O+,Maranhão
Marisa,Rodrigues,female,22,60.5,158,A+,Pará
Lavinia,Dias,female,80,100.4,168,B+,Santa Catarina
Igor,Rocha,male,62,96.0,171,O+,São Paulo
Caio,Martins,male,61,74.6,171,O+,Minas Gerais
Emilly,Lima,female,26,84.0,156,O+,São Paulo
Melissa,Costa,female,85,56.5,154,A+,São Paulo
Mateus,Sousa,male,38,84.6,186,B+,Paraná
Renan,Barbosa,male,67,100.2,163,O+,Goiás
Ágatha,Melo,female,66,66.0,152,O+,Paraná
Kauan,Cardoso,male,53,94.9,176,B+,Minas Gerais
Pedro,Rocha,male,60,67.8,179,A+,Rio de Janeiro
Miguel,Cunha,male,66,102.2,166,B+,Goiás
Vitór,Carvalho,male,51,77.6,169,O+,Pernambuco
Tânia,Sousa,female,80,66.3,150,A+,Paraná
Antônio,Castro,male,43,107.6,168,AB+,Paraná
Laura,Melo,female,55,65.6,161,A-,Minas Gerais
Bianca,Ferreira,female,43,64.5,156,O+,Espírito Santo
Rafael,Lima,male,33,88.1,183,B-,São Paulo
Vinícius,Barbosa,male,19,70.2,170,A+,Rio de Janeiro
Renan,Rocha,male,38,98.8,188,A+,Minas Gerais
Matilde,Goncalves,female,26,68.7,164,A+,Minas Gerais
Marina,Araujo,female,67,78.0,166,A+,São Paulo
Luiz,Rodrigues,male,19,94.1,177,O-,São Paulo
Giovanna,Correia,female,50,88.2,170,A+,Pará
Thiago,Martins,male,68,77.2,183,O+,São Paulo
Tânia,Santos,female,35,62.6,165,O+,Distrito Federal
Eduarda,Alves,female,22,64.3,173,O+,São Paulo
Sophia,Cunha,female,65,101.0,166,O+,Espírito Santo
Matheus,Sousa,male,47,99.3,169,O+,Rio de Janeiro
Bruna,Cardoso,female,56,88.6,152,O+,São Paulo
Bruna,Rodrigues,female,84,88.2,167,B+,São Paulo
Letícia,Melo,female,25,59.6,161,O+,São Paulo
Vitor,Souza,male,29,109.6,176,O+,Bahia
Livia,Sousa,female,43,80.9,172,B+,Mato Grosso do Sul
Douglas,Goncalves,male,47,79.1,171,AB+,Pernambuco
Beatriz,Pinto,female,30,81.4,157,O-,Ceará
Tânia,Martins,female,73,72.1,165,A+,Ceará
Giovana,Martins,female,84,61.7,158,A+,São Paulo
Caio,Cavalcanti,male,63,65.3,174,B-,Rio de Janeiro
Otávio,Carvalho,male,22,74.0,173,O+,Pernambuco
Amanda,Costa,female,55,84.8,173,O+,Minas Gerais
Giovana,Souza,female,37,84.6,154,O+,Santa Catarina
Nicolas,Rodrigues,male,38,73.7,188,A+,Espírito Santo
Ryan,Castro,male,67,71.1,182,A+,Paraíba
Clara,Dias,female,64,71.1,162,A+,Bahia
Clara,Correia,female,35,89.9,167,B+,Mato Grosso
Júlio,Ribeiro,male,34,87.8,177,O+,Espírito Santo
Camila,Rocha,female,73,51.8,160,AB+,Santa Catarina
Kauan,Barros,male,73,88.0,175,O-,São Paulo
Rafaela,Souza,female,48,96.5,153,B+,Pernambuco
Renan,Almeida,male,60,90.3,179,O+,Espírito Santo
Melissa,Martins,female,66,67.4,171,O+,Distrito Federal
Kauã,Oliveira,male,30,86.5,181,AB+,Mato Grosso do Sul
Brenda,Cavalcanti,female,73,94.7,152,B+,Bahia
Murilo,Cardoso,male,77,88.2,176,O+,Goiás
Lavinia,Ferreira,female,71,78.6,166,A+,Paraná
Sofia,Silva,female,47,64.1,170,A+,Rio de Janeiro
Vinícius,Oliveira,male,41,103.1,169,O+,Bahia
Igor,Gomes,male,63,67.3,175,B-,São Paulo
Gabrielle,Barros,female,52,51.5,162,O+,Goiás
Daniel,Silva,male,72,89.1,181,O+,Rio de Janeiro
Bianca,Melo,female,69,60.6,165,A+,Rio de Janeiro
Isabela,Ferreira,female,23,91.6,173,B+,Distrito Federal
Thiago,Rodrigues,male,57,65.0,180,A+,São Paulo
Sarah,Araujo,female,61,99.8,167,A-,Rio de Janeiro
Martim,Oliveira,male,32,109.2,185,A+,São Paulo
Marcos,Pereira,male,56,105.3,180,A+,Espírito Santo
Rafael,Castro,male,80,82.7,170,O+,São Paulo
Paulo,Barbosa,male,64,96.8,185,O+,Amazonas
Fernanda,Lima,female,82,55.4,165,B+,Rio Grande do Norte
Giovanna,Pinto,female,83,89.5,158,O+,Bahia
Julieta,Goncalves,female,75,71.6,168,O+,Santa Catarina
Marisa,Rocha,female,81,71.5,156,O+,Pará
Rafaela,Silva,female,72,65.5,156,AB+,Distrito Federal
Caio,Rodrigues,male,36,86.2,185,O+,Pernambuco
Sofia,Dias,female,35,86.8,158,O+,Pará
Vitória,Cavalcanti,female,69,89.0,153,B+,Rio Grande do Sul
Guilherme,Dias,male,81,98.2,176,A+,São Paulo
Matilde,Cavalcanti,female,44,86.5,157,AB+,Paraná
Ágatha,Silva,female,33,55.6,157,B+,Minas Gerais
Caio,Ferreira,male,61,105.7,178,AB+,Pernambuco
Gabrielle,Carvalho,female,34,87.8,163,A+,Ceará
Davi,Souza,male,35,74.7,179,A+,São Paulo
Lara,Santos,female,29,77.8,159,A+,Ceará
Vinicius,Rodrigues,male,37,102.3,175,A+,Rio Grande do Norte
Paulo,Rocha,male,36,93.8,174,O+,Distrito Federal
Tiago,Rodrigues,male,65,69.9,182,A+,São Paulo
Kauã,Rodrigues,male,21,59.0,186,O+,Paraná
Marina,Oliveira,female,44,76.6,158,A+,Minas Gerais
Luana,Barbosa,female,61,78.3,156,A+,São Paulo
Leonor,Cunha,female,78,90.5,158,B+,Acre
Eduarda,Oliveira,female,66,66.1,154,A+,São Paulo
Ryan,Martins,male,42,70.2,171,B+,Minas Gerais
Júlia,Cardoso,female,80,72.5,154,B+,Rio de Janeiro
Bruna,Dias,female,71,53.0,166,A+,Minas Gerais
Miguel,Santos,male,37,77.9,187,O+,Santa Catarina
Luan,Martins,male,70,93.9,177,B+,Paraná
Amanda,Rocha,female,27,99.9,175,AB+,Minas Gerais
Guilherme,Pinto,male,32,108.1,169,A+,Ceará
Amanda,Melo,female,83,62.5,170,O+,Santa Catarina
Camila,Sousa,female,64,79.3,161,AB+,São Paulo
Clara,Almeida,female,35,58.0,172,B+,Ceará
Aline,Santos,female,52,65.5,155,A+,Minas Gerais
Nicolash,Rodrigues,male,44,105.9,169,O+,Pará
Leonor,Cavalcanti,female,47,69.3,159,O+,Distrito Federal
Lavinia,Silva,female,30,99.9,158,B+,Mato Grosso
Yasmin,Santos,female,81,57.4,157,O+,Minas Gerais
Thiago,Souza,male,50,88.8,178,AB-,Pernambuco
Mateus,Oliveira,male,70,85.8,181,AB+,Santa Catarina
Diogo,Silva,male,49,101.3,172,B+,Pernambuco
Eduardo,Alves,male,65,89.8,181,B+,Rio de Janeiro
Kauê,Costa,male,36,81.9,173,O-,Pernambuco
Julieta,Rodrigues,female,72,81.8,153,A+,Pernambuco
Murilo,Oliveira,male,65,96.2,186,O+,Bahia
Anna,Almeida,female,40,66.9,175,B+,São Paulo
Renan,Pinto,male,69,108.9,167,B+,São Paulo
Beatrice,Gomes,female,58,85.1,159,B+,Pernambuco
Luis,Souza,male,71,103.5,180,O+,São Paulo
Melissa,Almeida,female,50,61.1,165,O+,São Paulo
Pedro,Goncalves,male,56,79.1,182,O+,São Paulo
Carlos,Pereira,male,79,103.0,163,B+,São Paulo
Miguel,Silva,male,26,70.7,168,O+,São Paulo
Eduardo,Silva,male,65,102.7,173,B+,Santa Catarina
Vitoria,Ribeiro,female,22,79.0,167,B+,Rio de Janeiro
Vitor,Almeida,male,23,63.8,179,O+,São Paulo
Mariana,Ribeiro,female,32,64.9,163,A+,São Paulo
Davi,Pereira,male,56,87.8,168,A+,São Paulo
Kauã,Cavalcanti,male,84,98.3,181,A+,Minas Gerais
Ryan,Melo,male,45,92.5,189,O+,Piauí
Kauan,Cavalcanti,male,65,76.8,179,O-,Ceará
Sofia,Sousa,female,43,87.6,170,A+,Rio de Janeiro
Renan,Cunha,male,76,88.3,179,B+,São Paulo
Rodrigo,Santos,male,19,93.9,163,O+,Minas Gerais
Vitór,Araujo,male,65,83.5,181,B+,Pará
Murilo,Lima,male,66,86.3,181,B+,São Paulo
Marisa,Correia,female,71,68.9,158,O+,Bahia
Kaua,Pinto,male,71,71.5,165,O+,Distrito Federal
Daniel,Pereira,male,71,93.8,178,O+,São Paulo
Thaís,Fernandes,female,22,50.7,163,A+,Paraná
Julian,Pereira,male,67,104.1,177,A+,São Paulo
Diogo,Ferreira,male,30,105.2,181,A+,Bahia
Leila,Rocha,female,23,92.9,169,A+,Mato Grosso do Sul
Vitoria,Castro,female,64,52.4,170,B+,Minas Gerais
Manuela,Barbosa,female,80,102.0,160,A+,Minas Gerais
José,Ribeiro,male,42,107.1,179,B+,Pará
Raissa,Goncalves,female,62,78.3,170,A+,Bahia
Renan,Sousa,male,29,90.0,171,O+,Espírito Santo
Carla,Araujo,female,57,104.4,170,O+,Minas Gerais
Leonardo,Castro,male,19,95.8,190,A+,São Paulo
Breno,Melo,male,38,82.8,180,O+,Espírito Santo
Eduardo,Ribeiro,male,51,80.7,168,O+,Mato Grosso do Sul
Letícia,Alves,female,23,53.0,173,B+,São Paulo
Davi,Gomes,male,35,67.1,173,O+,Maranhão
Vitor,Correia,male,26,81.7,179,A-,São Paulo
Cauã,Sousa,male,84,80.8,183,A+,São Paulo
Vinicius,Pinto,male,55,99.4,186,B+,Espírito Santo
Arthur,Araujo,male,29,105.0,176,A+,Bahia
Diego,Souza,male,66,63.5,176,AB+,Rio de Janeiro
Paulo,Ribeiro,male,63,72.9,165,A+,Goiás
João,Barros,male,55,71.3,173,O+,Paraná
Rafael,Santos,male,73,97.6,163,A+,São Paulo
Nicolas,Martins,male,52,95.9,174,AB+,São Paulo
Luis,Alves,male,30,104.9,173,O+,São Paulo
Murilo,Dias,male,22,64.8,184,O+,São Paulo
Luís,Castro,male,53,105.8,171,A+,Santa Catarina
Yasmin,Lima,female,61,52.7,167,B+,Minas Gerais
Luiza,Santos,female,20,46.5,162,O+,Pernambuco
Manuela,Santos,female,68,98.0,165,B+,Minas Gerais
Alice,Dias,female,70,55.0,162,A+,Rio de Janeiro
Guilherme,Souza,male,80,64.7,170,B+,Rio Grande do Sul
Julian,Oliveira,male,81,102.6,163,B+,Paraná
Lara,Pereira,female,21,54.8,163,A+,Rio de Janeiro
André,Barros,male,35,67.0,170,O+,São Paulo
Sofia,Barros,female,36,94.8,169,O+,Ceará
Isabelle,Azevedo,female,84,78.1,159,B+,São Paulo
Vitoria,Carvalho,female,48,75.5,169,O+,São Paulo
Vinicius,Correia,male,45,76.1,182,O+,Goiás
Fernanda,Costa,female,64,61.8,171,A+,Distrito Federal
Leonardo,Castro,male,80,84.7,177,AB+,Distrito Federal
Nicolash,Correia,male,52,67.9,172,A+,Goiás
Luiz,Carvalho,male,59,113.8,171,O+,Goiás
Luiz,Oliveira,male,60,74.4,184,O+,Rio de Janeiro
Julia,Goncalves,female,72,52.9,162,O+,Rio de Janeiro
Luiza,Pereira,female,65,91.8,161,A+,Goiás
Enzo,Pinto,male,47,75.4,167,O-,Espírito Santo
Alex,Barbosa,male,19,56.1,177,A+,Espírito Santo
Vitór,Pinto,male,31,109.4,168,B+,Rio de Janeiro
Felipe,Oliveira,male,57,64.2,185,B+,São Paulo
Ryan,Souza,male,27,64.6,190,B+,Distrito Federal
Luis,Silva,male,38,115.9,176,A+,Rio Grande do Norte
Marcos,Dias,male,30,95.9,169,O-,Pernambuco
Nicole,Rocha,female,19,76.3,171,B+,São Paulo
Laura,Santos,female,22,47.6,168,O+,Minas Gerais
Bruna,Pereira,female,51,78.7,160,A+,Tocantins
Douglas,Alves,male,34,101.7,176,B+,Rio Grande do Norte
Julieta,Barbosa,female,35,73.0,163,A-,São Paulo
Estevan,Azevedo,male,47,92.4,167,O-,Mato Grosso
Luís,Correia,male,72,91.8,179,O+,Santa Catarina
Marina,Goncalves,female,56,55.6,168,O+,São Paulo
Julian,Castro,male,55,76.9,188,O-,São Paulo
Tânia,Goncalves,female,42,57.3,164,B+,São Paulo
Julian,Cunha,male,44,79.5,189,A+,Santa Catarina
Eduardo,Dias,male,72,80.8,170,O+,Bahia
Gabriela,Carvalho,female,76,107.5,167,O-,Bahia
Julia,Carvalho,female,20,64.9,153,O+,Santa Catarina
Sophia,Correia,female,49,82.7,156,O-,São Paulo
André,Oliveira,male,27,69.1,176,A+,Ceará
Cauã,Almeida,male,74,66.5,176,O+,Mato Grosso
Bianca,Castro,female,77,97.1,158,B+,Espírito Santo
Isabella,Martins,female,80,93.2,155,O+,Paraná
Camila,Cunha,female,81,55.6,153,A+,Rio de Janeiro
Matheus,Martins,male,44,92.9,184,A+,Mato Grosso do Sul
Yasmin,Silva,female,54,91.3,162,O+,Paraná
Marisa,Cavalcanti,female,66,83.3,154,O+,Minas Gerais
Ryan,Carvalho,male,45,67.7,183,A+,Minas Gerais
Gustavo,Correia,male,81,88.7,181,A+,Paraná
Erick,Azevedo,male,36,64.4,189,A+,Pará
Victor,Ferreira,male,57,90.6,167,A+,São Paulo
Erick,Carvalho,male,54,72.8,181,A-,Minas Gerais
Igor,Azevedo,male,21,100.8,175,A+,Ceará
Igor,Gomes,male,58,111.6,179,O+,Rio de Janeiro
Otávio,Silva,male,27,92.8,175,A+,Pernambuco
Diego,Rocha,male,50,96.3,179,O+,Rio de Janeiro
Guilherme,Costa,male,59,102.2,174,O+,Rio Grande do Sul
Luiza,Pinto,female,67,92.6,170,O+,São Paulo
Camila,Barros,female,53,63.4,166,B-,São Paulo
Renan,Cardoso,male,64,81.9,184,A+,Rio de Janeiro
Beatriz,Sousa,female,63,78.9,154,O-,Amazonas
Mateus,Dias,male,33,105.2,176,B-,Goiás
Kauê,Cavalcanti,male,50,85.3,183,O-,São Paulo
Tiago,Cunha,male,82,100.8,176,A+,Minas Gerais
Ana,Cardoso,female,80,71.4,152,O+,São Paulo
Letícia,Fernandes,female,71,83.1,167,O-,São Paulo
Joao,Sousa,male,69,82.6,171,B-,São Paulo
Luis,Pinto,male,47,78.3,187,O+,Pernambuco
Yasmin,Fernandes,female,23,57.5,164,A+,Rio Grande do Norte
Letícia,Pereira,female,28,83.9,156,A+,Pernambuco
Tiago,Martins,male,33,102.3,188,AB+,Rondônia
Rafael,Costa,male,26,107.5,174,A+,Paraná
Julieta,Pereira,female,52,87.8,155,A+,Paraná
Eduarda,Alves,female,71,85.6,162,B+,São Paulo
Yasmin,Pinto,female,68,73.4,158,O+,Rio Grande do Norte
Lavinia,Melo,female,62,102.5,166,O+,Minas Gerais
Emilly,Cavalcanti,female,23,71.3,168,O+,Santa Catarina
Estevan,Dias,male,80,87.9,179,O+,São Paulo
Enzo,Rocha,male,43,113.0,168,A+,Pará
Pedro,Martins,male,56,111.0,181,A+,São Paulo
Livia,Pinto,female,76,95.9,152,A+,São Paulo
Anna,Ribeiro,female,84,61.8,151,O+,Rio Grande do Norte
Júlia,Sousa,female,52,103.6,173,A+,Rio de Janeiro
Giovana,Goncalves,female,62,86.6,162,A+,Minas Gerais
Leonor,Barros,female,35,50.1,172,O+,São Paulo
Caio,Barros,male,61,76.2,173,AB+,Pará
Enzo,Alves,male,38,101.0,173,O+,Paraíba
Carolina,Oliveira,female,24,65.3,169,B+,São Paulo
Cauã,Barros,male,21,104.0,181,B+,São Paulo
Vinícius,Almeida,male,60,76.0,184,AB+,São Paulo
Davi,Azevedo,male,57,106.3,172,B+,Bahia
Evelyn,Lima,female,85,69.2,161,A+,Minas Gerais
Luís,Ribeiro,male,57,112.7,183,A-,São Paulo
Douglas,Cavalcanti,male,75,82.7,176,O+,São Paulo
Miguel,Ferreira,male,60,78.1,179,O+,São Paulo
Larissa,Cardoso,female,49,89.7,153,O+,Mato Grosso do Sul
Erick,Martins,male,77,101.3,184,A+,São Paulo
Carolina,Goncalves,female,64,76.5,164,O+,São Paulo
Gustavo,Araujo,male,42,106.6,176,O+,Pernambuco
Clara,Pereira,female,26,76.3,157,O+,São Paulo
Nicole,Dias,female,66,58.8,152,A-,São Paulo
Thaís,Castro,female,24,80.3,166,B+,São Paulo
Letícia,Sousa,female,60,73.0,157,O+,Bahia
Isabelle,Ribeiro,female,47,96.9,158,B+,Ceará
Luiza,Sousa,female,55,80.4,167,A+,Distrito Federal
Carla,Araujo,female,65,102.9,167,O-,Amapá
Vitória,Barbosa,female,31,98.4,170,O+,Ceará
Breno,Ferreira,male,77,80.4,168,O+,Amazonas
Mariana,Pereira,female,20,84.0,173,O+,Minas Gerais
Nicolas,Silva,male,35,108.3,174,O+,Goiás
Eduarda,Azevedo,female,56,80.3,172,A+,Bahia
Matheus,Cardoso,male,24,81.0,183,O+,Pará
Gabrielle,Barros,female,70,67.3,170,B+,Rondônia
Nicole,Oliveira,female,85,77.1,152,A+,Goiás
Joao,Cardoso,male,54,105.1,170,O+,Rio Grande do Sul
Cauã,Goncalves,male,44,81.0,171,O+,Minas Gerais
Rodrigo,Lima,male,29,91.5,179,O+,São Paulo
Joao,Almeida,male,76,71.0,169,O+,Rio Grande do Norte
Bruna,Almeida,female,71,52.8,159,A+,Goiás
Rafaela,Correia,female,85,63.4,153,B+,Rio Grande do Sul
Alice,Martins,female,67,81.9,167,B+,Rio Grande do Sul
Enzo,Fernandes,male,19,76.1,181,A+,Paraná
Rafael,Pereira,male,34,63.6,168,A+,Pernambuco
Giovana,Carvalho,female,27,88.8,169,O+,Bahia
Arthur,Martins,male,79,99.1,183,A+,Bahia
Leonardo,Carvalho,male,80,93.8,183,O+,São Paulo
Antônio,Pinto,male,47,97.1,188,B+,Mato Grosso
Anna,Cunha,female,78,80.5,168,B+,Rio Grande do Sul
Thaís,Oliveira,female,75,75.9,158,AB+,Amazonas
Carolina,Ribeiro,female,58,68.6,173,O+,Rio de Janeiro
Murilo,Barros,male,52,77.3,182,O+,São Paulo
Letícia,Ribeiro,female,22,73.2,174,O+,São Paulo
Estevan,Martins,male,56,74.3,170,B+,Minas Gerais
Vitoria,Rodrigues,female,29,59.5,174,A+,Pará
Antônio,Azevedo,male,29,101.7,173,A+,São Paulo
Kai,Oliveira,male,79,97.3,180,O+,Distrito Federal
Cauã,Silva,male,20,88.9,190,O-,Espírito Santo
Sofia,Carvalho,female,67,92.7,169,B+,Goiás
Carolina,Melo,female,36,93.6,158,O+,São Paulo
Aline,Costa,female,85,53.1,151,B+,Minas Gerais
Enzo,Alves,male,55,90.2,176,O+,Rio Grande do Sul
Carlos,Correia,male,30,96.9,175,A+,Rio de Janeiro
Rafaela,Pinto,female,25,53.2,164,O+,Minas Gerais
Lucas,Rocha,male,29,84.2,179,A+,Minas Gerais
Ana,Azevedo,female,72,54.4,164,O+,Rio de Janeiro
Julia,Goncalves,female,36,103.4,157,B+,São Paulo
Nicolas,Azevedo,male,76,71.4,164,A+,Minas Gerais
Vitór,Rocha,male,23,86.2,170,O+,Goiás
Julieta,Santos,female,81,90.9,167,B+,Goiás
Isabelle,Cunha,female,25,86.6,158,B+,Paraíba
Melissa,Melo,female,43,71.1,159,O+,Rio de Janeiro
Manuela,Correia,female,83,93.7,170,B+,São Paulo
Murilo,Pereira,male,51,103.5,171,O+,Rio de Janeiro
Gabriel,Goncalves,male,34,100.5,172,A+,Amapá
Sophia,Alves,female,25,91.4,156,O+,Ceará
Emily,Sousa,female,69,87.7,158,AB+,São Paulo
Davi,Rocha,male,37,75.0,173,B+,São Paulo
Diego,Araujo,male,66,79.2,164,O-,Bahia
André,Cunha,male,34,103.1,175,B+,Paraná
Gabrielly,Melo,female,70,68.0,152,A+,Distrito Federal
Laura,Barros,female,83,79.6,168,B+,Santa Catarina
Vinicius,Goncalves,male,53,67.3,177,B+,Ceará
Laura,Barros,female,41,51.7,168,O+,São Paulo
Julian,Alves,male,77,68.6,167,B+,São Paulo
Brenda,Fernandes,female,30,69.4,172,O+,Distrito Federal
Vinicius,Ribeiro,male,56,73.7,176,A+,Rio de Janeiro
Eduarda,Barbosa,female,78,53.3,158,B+,Rio Grande do Sul
